"Clinic Name",Address,"Address 2",City,State,Zip,Phone
"Reproductive Care Center","1725 East 1450 South Ste 300",,Clearfield,UT,84015,"(801) 784-5484"
"Center for Advanced Reproductive Services - Farmington","2 Batterson Park Road ",,"Farmington ",CT,6032,
"Center for Advanced Reproductive Services - Hartford ","100 Retreat Avenue ","Suite 900 ","Hartford ",CT,6106,
"Center for Advanced Reproductive Services - New London","4 Shaws Cove ","Suite 201 ","New London",CT,6320,
"IVF New England- North Portsmouth","875 Greenland Road, Suite B11",,Portsmouth,NH,3801,
"IVF New England- Worcester","123 Summer Street, Suite 250",,Worcester,MA,1608,
"Southern California Center for Reproductive Medicine- Mission Viejo","26800 Crown Valley Parkway","Suite 560","Mission Viejo",CA,92691,
"Atlanta Center for Reproductive Medicine","711 Canton Road","Suite 410",Marietta,GA,30060,404-435-0797
"Continuum Reproductive Center of St Luke's Roosevelt Hospital","83 South Bedford Road",,"Mt. Kisco",NY,10549,
"Marin Fertility Center","390 Laurel Street ","Suite 205","San Francisco",CA,94118,
"Southern California Reproductive Center- Santa Barbara","1722 State St #203",,"Santa Barbara","CA ",93101,
"Institute for Human Reproduction (IHR)","2825 Halsted ",,Chicago,IL,60657,
"North Shore Fertility","4250 Dempster Street",,Skokie,IL,60076,
"North Shore Fertility","999 Plaza Drive, Suite 630",,Schaumburg,IL,60173,
"Georgia Reproductive Specialists","3400-C Old Milton Parkway","Suite 475",Alpharetta,GA,30005,
"Georgia Reproductive Specialists","2685 Milscott Drive	",,Decatur,GA,30033,
"Reproductive Medicine Associates of New York-Downtown","594 Broadway, Suite 1011",,"New York",NY,10012,
"Southern California Reproductive Center- Lancaster/Palmdale","44105 N 15th St. West ","Suite 304 ",Lancaster,CA,93534,
"Southern California Reproductive Center - Ventura","4080 Loma Vista Road","Suite P",Ventura,"CA ",93003,
"Southern California Reproductive Center - Valencia","27871 Smyth Drive ","Suite 102","Valencia ",CA,91355,
"Cornell Center for Reproductive Medicine","2315 Broadway","(corner of 84th and Broadway)","New York",NY,10024,
"IVFMD/ South Florida Institute for Reproductive Medicine","9900 Stirling Road #300",,"Cooper City","FL ",33024,
"Fertility Centers of New England, LLC - The Nashua Center","166 Kinsley Street","Suite 204",Nashua,NH,3060,
"Fertility Centers of New England, LLC- The Bangor, ME Center","700 Mt Hope Avenue, Suite 480",,Bangor,"ME ",4401,
"DFW Center for Fertility and IVF","980 Raintree Circle",,Allen,TX,75013,
"Fertility Institute of Texas","540 Oak Centre Dr, Suite 260",,"San Antonio","Texas ",78258,
"Fertility Institute of Texas","1583 Common St, Ste 100",,"New Braunfels ",Texas,78130,
"Partners in Reproductive Health","800 Macarthur Blvd ","Suite #2",Munster,IN,46321,
"South Jersey Fertility Center","1900 Mt. Holly Rd. (Route 541)","Suite 4A",Burlington,NJ,8016,
"Virginia Commonwealth University Health Systems","1101 East Marshall Street",,Richmond,VA,23298,
"Coastal Fertility Specialists","1375 Hospital Drive",,"Mount Pleasant","SC ",29464,
"The Fertility Center of Charleston","1280 Hospital Drive","Suite 300","Mt. Pleasant","SC ",29464,
"Elite Fertility Clinic","435 W. Arden Ave., Suite 340",,Glendale,CA,91203,
"The Fertility Institute of Hawaii","Medical Arts Building","407 Uluniu Street, Suite 312",Kailua,HI,96734,
"Genesis Fertility Centre","1367 West Broadway","Suite 300",Vancouver,BC,0,
"The Advanced Fertility Center of Texas","11302 Fallbrook Drive","Suite #110",Houston,TX,77065,
"The Advanced Fertility Center of Texas","7700 S. Main St., Suite 310",,Houston,TX,77030,
"The Advanced Fertility Center of Texas","17198 St. Luke’s Way","Suite #410","The Woodlands",TX,77384,
"The Advanced Fertility Center of Texas","1602 Rock Prairie Rd","Suite #400","College Station",TX,77845,
"Assisted Fertility Program of North Florida","2965 Colonnade Dr Suite 140",,Roanoke,VA,24018,
"IRMS at Saint Barnabas","377 Jersey Ave #20",,"Jersey City",NJ,7302,
"Cornell Center for Reproductive Medicine","40 Worth Street, Suite 401",,"New York","NY ",10013,
"SpringCreek Fertility","7095 Clyo Road",,Centerville,"OH ",45459,
"Center for Assisted Reproduction","1250 8th Ave","Ste 365","Fort Worth",TX,76104,
"Center for Assisted Reproduction","10840 Texas Health Trail","Ste 210","Fort Worth",TX,76244,
"American Reproductive Centers","1199 N. Indian Canyon Drive",,"Palm Springs",CA,92262,
"C.A.R.E for the Bay Area","555 Knowles Drive","Suite 212","Los Gatos",CA,95032,
"The Lexington Fertility Center","One Eagle View Plaza",,Lexington,KY,40509,
"Montgomery Fertility Center","2730 University Blvd. West","Suite 614","Silver Spring",MD,20902,
"Mississippi Reproductive Medicine (MRM)","1040 River Oaks Drive, Suite 202",,Flowood,"Mississippi ",39232,
"Center for Reproductive Medicine and Robotic Surgery","522 N. New Ballas, Suite 206",,"St. Louis",Missouri,63141,
"New Jersey Best OB/GYN","716 Broad St., Suite 2C ",,Clifton,NJ,7013,
"Advanced Services for Reproductive Medicine","1001 Fifth Avenue",,"New York",NY,10028,
"Braverman Reproductive Immunology","800 Woodbury Road Suite G",,Woodbury,NY,11797,
"Brooke Army Medical Center","2200 Berquist Drive, Suite 1",,"Lackland AFB",TX,78236,
"The Heard Clinic","1315 St. Joseph Parkway","Medical Place One Suite 1305",Houston,TX,77002,
"Women's Fertility Center","1290 Summer Street ","Suite 2500",Stamford,CT,6905,
"Women's Fertility Center of NJ","106 Grand Ave",,Englewood,NJ,7631,
"Island Reproductive Services","3000 Hadley Road Suite 2C",,"South Plainfield",NJ,7080,
"NYU Fertility Center","355 W 52nd Street, 3rd floor ",,"New York",NY,10019,
"NYU Fertility Center","55 Holly Hill Lane ","Suite 270",Greenwich,CT,6830,
"Damien Fertility Partners (Formerly East Coast IVF)","303 West Main Street","Lower Level",Freehold,NJ,7728,
"Chelsea Fertility of New York City","105 East 37th Street ","Suite 1","New York",NY,10016,
"Greenwich Fertility & IVF Center","115 Main Street, Suite 300",,Tuckahoe,NY,10707,
"Conceptions Florida","2828 Coral Way, Suite 103",,Miami,FL,33145,
"NY-C Fertility","1S260 Summit Ave, 3rd floor",,"Oakbrook Terrace",IL,60181,
"Barbados Fertility Centre","Hastings Main Road",,Bridgetown,Barbados,0,
"Damien Fertility Partners (Formerly East Coast IVF)","Military Park Office Building","60 Park Place, Suite 210",Newark,NJ,7102,
"Institute for Human Reproduction (IHR)","7456 South State Road, Suite 302",,"Bedford Park",IL,60638,
"California IVF Fertility Center","2288 Auburn Blvd Ste 204",,Sacramento,CA,95821,
"Dominion Fertility","3620 Joseph Siewick Drive","Suite 300",Fairfax,VA,22033,
"Dominion Fertility","1145 19th St. NW ","Suite 410",Washington,"DC ",20036,
"Dominion Fertility","10215 Fernwood Rd. Suite 250",,Bethesda,MD,20817,
"Care Fertility","10837 Laurel Street","Suite #202","Rancho Cucamonga",CA,91730,
"Arizona Associates for Reproductive Health","595 N Dobson Road #A5",,Chandler,Arizona,85224,
"Arizona Associates for Reproductive Health","2222 E. Highland Ave., Ste.222",,Phoenix,"Arizona ",85016,
"Arizona Associates for Reproductive Health","3885 S.Val Vista Dr., Ste. 105",,Gilbert,AZ,85297,
"Morgan Fertility at Shore Institute for Reproductive Medicine - Shore IVF","300 Perrine Road","Suite 301","Old Bridge Township",NJ,8857,
"Morgan Fertility at Shore Institute for Reproductive Medicine - Shore IVF","76 West Jimmie Leeds Road",,Galloway,NJ,8205,
"Morgan Fertility at Shore Institute for Reproductive Medicine - Shore IVF","802 West Park Avenue",,"Ocean Township",NJ,7712,
"MCRM Fertility","17300 N. Outer Forty Rd ",,Chesterfield,MO,63005,
"SRM Spokane","15920 E Indiana Ave","Suite 200","Spokane Valley",WA,99216,
Accelovance,"2275 Research Blvd",,Rockville,MD,20850,
"Atlanta Center for Reproductive Medicine","6470 E. John's Crossing","Suite 200","Johns Creek",GA,30097,404-435-0797
"Carolinas Fertility Institute","245 Charlois Boulevard",,Winston-Salem,NC,27103,
"Piedmont Reproductive Endocrinology Group ","3 Medical Park Drive","Suite 350",Columbia,SC,29203,864-232-7734
"Reproductive Care Center","2435 West 450 South, Suite 103",,"Pleasant Grove","UT ",84062,
"Accelovance, Inc.","100 Church",,"New york","ny ",10016,
"Beverly Hills Reproductive Fertility Center","9201 W. Hollywood Blvd, Ste 500",,"Los Angeles",CA,90069,
"Beverly Hills Reproductive Fertility Center","9201 W. Sunset Blvd. Suite 500",,"Los Angeles","CA ",90069,
"Bloom Reproductive Institute","8415 N. Pima Road","Suite 290",Scottsdale,AZ,85258,
"The Fertility Center","130 Leader Heights Road",,York,PA,17403,
"The Fertility Center","2108 Harrisburg Pike",,Lancaster,PA,17604,
"The Arc in Hawaii","3989 Diamond Head Road",,Honolulu,"HI ",96816,
"Reproductive Medicine Associates of New York- Westside","200 West 57th Street",,NY,NY,10019,
"Northeastern Reproductive Medicine","105 West View Road",,Colchester,Vermont,5446,
"The Fertility Center, LLC","130 Leader Heights Road",,York,PA,17403,
"Hudson Valley Radiology Associates","115 Main St",,Tuckahoe,NY,10707,
"Center for Advanced Genetics","3144 El Camino Real, Suite 106",,Carlsbad,CA,92008,
"Georgia Regents University","1120 15th St, ",,Augusta,GA,30912,
"Reproductive Medicine Associates of New York, LLP - Westchester – Mount Kisco","83 South Bedford Road",,"Mount Kisco","New York",10549,
"Fertility Center of Las Vegas","99 N La Cienega Boulevard Suite ",,"Beverly Hills",CA,90221,
